Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
34514.52319416014,-1.9675904692404766,-1.5434433045830294,-7.759426091670176,0.2819445197733352,1.5181304092977046,-1.6290190670661295,2.502875626958252,-5.257947768170783,0.13054232085203338,-0.30782478999428214,3.449782925774212,0.06312707111109495,-0.296057100479093,-2.6534092227177415,1.2088623642637126,2.1250942161908952,0.23201661790067216,-0.04160669960354979,3.034088024889504,0.7788317360269847,-5.126638437133566,-0.853585149149382,0.694100050985642,-0.9931571571070078,-2.677431135041793,0.046956954316111466,1.5912674851280977,6.8046463426053245,47.079915453928876,0
50239.47473528328,-0.9115524181521497,-4.44780199816481,1.10671507250409,0.9548895296834091,-8.78903774086649,2.734976628118259,0.8043507568883237,-0.2638763552046706,-2.7725942144585334,-0.7638542652696769,-1.7295231692021011,1.7364229635838613,0.32400658085514394,-0.10183888503806722,-0.5484505134499802,0.19026798977855583,0.08236912212359919,-1.3253854695865732,-0.18236341847583093,0.7689550974775287,0.521058614514802,0.4416485826944129,-2.3683683945463736,-1.0953448437288158,2.0435310983858104,3.9707048762833024,1.1440556510935096,-7.786233790507987,1.0099500944834503,0
40131.00468910666,1.3077300794144848,-2.271605737790895,2.276768654593798,-1.347966116032217,-2.546451844041142,1.800424214931136,0.4636777884192589,-2.3887786800570407,-0.02397190561831225,-1.3808662656695156,0.4085400156071912,-0.022815312146039712,-1.176990369741629,-0.7657829919234526,1.6880128123147973,-2.4185721929905006,-0.7491659463072855,1.4451780839203434,0.4307669953730888,1.9634287955253222,-1.2034986876393576,-0.8730278772101309,0.033336723046794726,0.6057494060188846,2.4904683531914165,1.4173329721975614,-0.7493566976955253,-4.3320212087958545,20.090195983390686,0
44621.12123365954,0.5059522699081248,-1.4441662263903383,-0.5863116811901641,0.12956121485711164,-3.2885432192075625,3.024250254838646,1.3610083449695558,-6.803892638822185,0.973548098203559,-0.4919078777251585,2.917339660865608,0.16120506828033654,0.07579177200806492,-1.0446056268288613,0.7421622325122901,0.8436089293960418,0.19187888569791067,-0.4781598671848514,2.2396280510889017,3.0941239038536716,-2.2606482702007344,-0.6812774671170964,-1.2213959087295372,0.23404467168536935,1.6418109432563612,1.0028774687252822,-1.1385403826165468,-4.759367705418013,60.52693448237605,0
59521.92945332452,-0.5425997584508021,-0.06325861775087649,-1.8666489051088018,-1.2997966392805658,0.6710891212131285,0.6307952298693982,3.69873487004707,-3.126440945160847,0.7665497475622379,-1.1037601724728692,-1.1206089456803396,-0.23954741617977515,-1.1579908096971174,0.9192428392825388,-1.7136537965863008,0.6265471747835,2.1650707435888994,-1.0378283182639598,1.9883115014424064,0.6151118832433131,-1.8364529530357951,-1.4832994534988968,1.3695730386858065,-1.138687343088224,-0.49116356055922006,-0.49133044751714994,-0.035620174205570634,0.8763723190185551,166.29025304802622,0
53816.70136325632,1.0806340405557429,5.473207925070352,-0.7653703662687336,-0.5732301094381628,8.058073413089515,-5.638038096394883,-3.131825269453454,6.245145856121185,-0.4748828697086572,-1.0613847078340932,0.408699203467744,-5.470124009302949,-1.9949966587199335,-1.2598091486779728,-0.3359405826264134,-0.5979253785836227,-0.7648307520770656,-1.0694215733569126,-0.06334629442236861,-0.46578827960929403,0.4391415052383736,-0.4455456086736322,0.03900197095029463,-0.9670980409266007,0.5805686791993419,0.4067067694851709,-0.9438150674609977,0.6879610081288093,79.64362976268202,0
62574.381079566476,0.43677975085286064,-0.0026327029276740355,-6.126767372377492,-0.6222361117607916,1.6003194329380648,-1.9258646882094834,-0.08466998418761991,-1.7519306882373935,1.6768174221836414,-0.19760337446115087,3.0775092369356543,-2.3807396245890713,0.22017346067776986,0.011568921672004087,-0.7409796437619157,-0.71080355926386,-1.0295491559192973,-2.1566407117008404,1.8320129928149331,0.9471790458398148,-2.546589973797574,1.5448907881687142,0.155822398865024,0.14087296994386825,-1.970095497857781,1.3408119590011123,-0.2054168993321987,0.9835013815135737,183.81323684978847,0
68356.6364466128,0.1356522649530831,1.2090524441243344,-8.480279164693485,0.6366955253666325,0.8513485790776203,-2.1292921208515008,-2.7217449005726393,-4.503276617413355,0.9392231160480671,0.8813211976535255,5.820458161830966,-1.2146086202072297,2.0174878426987655,1.0080728785946997,0.3607976518977052,0.2735845735580149,-0.4035491161052483,-1.805534400028487,2.495803017539399,1.9841679269130699,0.29529069986171375,0.27435995660316465,0.16574974625312824,0.16602632745509655,-4.140971885954501,-1.737294360840406,-0.0728667715415273,3.243852370887908,14.494982565916942,0
49911.022867197345,-0.713043406229152,-2.484470336090391,3.2896377884284167,-0.8518711313372019,-4.872608428255187,3.6983986620628224,0.17414786627176634,-2.2796892122487598,0.5488849661656847,0.57110467130879,0.04417911492700699,1.2610926607147173,0.5013861807023592,-1.509427058940372,-1.024752897698876,-0.4017734174984635,-0.6445302761888418,0.5921253405904303,-0.6038157270063593,1.5375375618715874,1.0225120329166013,1.5590392690537977,1.4246153645991064,-0.48196072792250444,1.4671453973742927,0.9705108551741186,0.5701649027222639,-6.1136197743638645,33.66125523496533,0
47889.09807534252,0.500838342035902,-3.394790456148199,3.5669352069050095,-0.5973691574298778,-6.5799696229167495,1.0936125245077735,4.121626023619584,1.525388199065285,0.2693129126249678,-0.4818641026075414,-6.354618542895309,1.865106655167819,0.5422890834686189,0.8867131326366682,-0.9106007344113115,-1.2901403715600097,-0.6555548681536044,0.9220772330011311,-0.18022443191468174,2.730259049123378,1.633936207568277,0.007382771778488284,0.09011031639171287,0.7797011968054571,3.0833377134873556,2.42086310924514,1.2076897994818394,-6.762149421255608,31.85564619055829,0
